,region,topic_order,importance,topic_name,top_words,abs_imp,base_rate,n_topics,r2,voxels,Color
244,6,4,-0.00042869385338964596,topic12,object objects visual,0.00042869385338964596,0.04862069916920265,60,0.0764766036018664,1167,0.06779661016949153
248,6,8,-9.596951403464477e-05,topic16,individuals cognitive individual,9.596951403464477e-05,0.04862069916920265,60,0.0764766036018664,1167,0.13559322033898305
254,6,14,-7.414594455607837e-07,topic21,human humans organization,7.414594455607837e-07,0.04862069916920265,60,0.0764766036018664,1167,0.23728813559322035
255,6,15,0.00025343176145105947,topic22,network role evidence,0.00025343176145105947,0.04862069916920265,60,0.0764766036018664,1167,0.2542372881355932
258,6,18,0.00038639996121939217,topic25,network resting default,0.00038639996121939217,0.04862069916920265,60,0.0764766036018664,1167,0.3050847457627119
260,6,20,-0.0004642516177821266,topic27,sentences comprehension sentence,0.0004642516177821266,0.04862069916920265,60,0.0764766036018664,1167,0.3389830508474576
262,6,22,0.0008146051072517369,topic29,reward anticipation monetary,0.0008146051072517369,0.04862069916920265,60,0.0764766036018664,1167,0.3728813559322034
264,6,24,0.00035492398286307407,topic30,feedback error learning,0.00035492398286307407,0.04862069916920265,60,0.0764766036018664,1167,0.4067796610169492
265,6,25,0.00014223392099893406,topic31,pd controls disease,0.00014223392099893406,0.04862069916920265,60,0.0764766036018664,1167,0.423728813559322
273,6,33,-8.15644650025387e-05,topic39,conflict interference control,8.15644650025387e-05,0.04862069916920265,60,0.0764766036018664,1167,0.559322033898305
274,6,34,0.0012233349733562025,topic4,decision choice risk,0.0012233349733562025,0.04862069916920265,60,0.0764766036018664,1167,0.576271186440678
275,6,35,6.0690830160461664e-05,topic40,semantic words word,6.0690830160461664e-05,0.04862069916920265,60,0.0764766036018664,1167,0.5932203389830508
277,6,37,-2.5940246988568953e-05,topic42,time sustained delay,2.5940246988568953e-05,0.04862069916920265,60,0.0764766036018664,1167,0.6271186440677966
285,6,45,-1.7464097620449282e-05,topic5,reasoning rule rules,1.7464097620449282e-05,0.04862069916920265,60,0.0764766036018664,1167,0.7627118644067796
287,6,47,0.0002200100698623546,topic51,ptsd social game,0.0002200100698623546,0.04862069916920265,60,0.0764766036018664,1167,0.7966101694915254
288,6,48,0.0003749650073714048,topic52,asd autism social,0.0003749650073714048,0.04862069916920265,60,0.0764766036018664,1167,0.8135593220338984
289,6,49,0.0012439144692430477,topic53,food taste body,0.0012439144692430477,0.04862069916920265,60,0.0764766036018664,1167,0.8305084745762712
290,6,50,0.0003547631226845527,topic54,age adults children,0.0003547631226845527,0.04862069916920265,60,0.0764766036018664,1167,0.847457627118644
296,6,56,-0.000720050356052018,topic6,visual auditory sensory,0.000720050356052018,0.04862069916920265,60,0.0764766036018664,1167,0.9491525423728814
297,6,57,-0.0005303959258636814,topic7,spatial location mental,0.0005303959258636814,0.04862069916920265,60,0.0764766036018664,1167,0.9661016949152542
299,6,59,-0.00018537893891871612,topic9,repetition priming hearing,0.00018537893891871612,0.04862069916920265,60,0.0764766036018664,1167,1.0
301,7,1,0.00023500106736953116,topic1,stress awareness experience,0.00023500106736953116,0.01216022266736025,60,0.06691300472356565,12872,0.01694915254237288
304,7,4,-0.0020717415839709577,topic12,object objects visual,0.0020717415839709577,0.01216022266736025,60,0.06691300472356565,12872,0.06779661016949153
308,7,8,-0.0009371676542534119,topic16,individuals cognitive individual,0.0009371676542534119,0.01216022266736025,60,0.06691300472356565,12872,0.13559322033898305
314,7,14,-0.0012425866684742288,topic21,human humans organization,0.0012425866684742288,0.01216022266736025,60,0.06691300472356565,12872,0.23728813559322035
315,7,15,0.0020087368163801884,topic22,network role evidence,0.0020087368163801884,0.01216022266736025,60,0.06691300472356565,12872,0.2542372881355932
318,7,18,-0.000568371166009081,topic25,network resting default,0.000568371166009081,0.01216022266736025,60,0.06691300472356565,12872,0.3050847457627119
320,7,20,-4.522746302897674e-05,topic27,sentences comprehension sentence,4.522746302897674e-05,0.01216022266736025,60,0.06691300472356565,12872,0.3389830508474576
322,7,22,0.0006654551233574417,topic29,reward anticipation monetary,0.0006654551233574417,0.01216022266736025,60,0.06691300472356565,12872,0.3728813559322034
324,7,24,0.0026291238848027507,topic30,feedback error learning,0.0026291238848027507,0.01216022266736025,60,0.06691300472356565,12872,0.4067796610169492
325,7,25,0.0006591926202483717,topic31,pd controls disease,0.0006591926202483717,0.01216022266736025,60,0.06691300472356565,12872,0.423728813559322
333,7,33,0.0034930163929817707,topic39,conflict interference control,0.0034930163929817707,0.01216022266736025,60,0.06691300472356565,12872,0.559322033898305
334,7,34,0.0031001347557353797,topic4,decision choice risk,0.0031001347557353797,0.01216022266736025,60,0.06691300472356565,12872,0.576271186440678
335,7,35,0.0006246525973294153,topic40,semantic words word,0.0006246525973294153,0.01216022266736025,60,0.06691300472356565,12872,0.5932203389830508
337,7,37,0.0009756269221057948,topic42,time sustained delay,0.0009756269221057948,0.01216022266736025,60,0.06691300472356565,12872,0.6271186440677966
345,7,45,0.0002697385465310743,topic5,reasoning rule rules,0.0002697385465310743,0.01216022266736025,60,0.06691300472356565,12872,0.7627118644067796
347,7,47,-0.00014841719590196118,topic51,ptsd social game,0.00014841719590196118,0.01216022266736025,60,0.06691300472356565,12872,0.7966101694915254
348,7,48,0.00036844857148664274,topic52,asd autism social,0.00036844857148664274,0.01216022266736025,60,0.06691300472356565,12872,0.8135593220338984
349,7,49,0.000925745104730998,topic53,food taste body,0.000925745104730998,0.01216022266736025,60,0.06691300472356565,12872,0.8305084745762712
350,7,50,-5.1494653484839936e-05,topic54,age adults children,5.1494653484839936e-05,0.01216022266736025,60,0.06691300472356565,12872,0.847457627118644
356,7,56,-0.0017716682989175553,topic6,visual auditory sensory,0.0017716682989175553,0.01216022266736025,60,0.06691300472356565,12872,0.9491525423728814
357,7,57,-0.0008258238654117796,topic7,spatial location mental,0.0008258238654117796,0.01216022266736025,60,0.06691300472356565,12872,0.9661016949152542
359,7,59,-0.0004787395185454358,topic9,repetition priming hearing,0.0004787395185454358,0.01216022266736025,60,0.06691300472356565,12872,1.0
481,10,1,0.0005846630345300463,topic1,stress awareness experience,0.0005846630345300463,0.031304376754633954,60,0.11407643008260138,1107,0.01694915254237288
484,10,4,-0.0011374022694504206,topic12,object objects visual,0.0011374022694504206,0.031304376754633954,60,0.11407643008260138,1107,0.06779661016949153
488,10,8,-0.0015869641184896026,topic16,individuals cognitive individual,0.0015869641184896026,0.031304376754633954,60,0.11407643008260138,1107,0.13559322033898305
494,10,14,-0.0008574378205075306,topic21,human humans organization,0.0008574378205075306,0.031304376754633954,60,0.11407643008260138,1107,0.23728813559322035
495,10,15,0.00017000134070431396,topic22,network role evidence,0.00017000134070431396,0.031304376754633954,60,0.11407643008260138,1107,0.2542372881355932
498,10,18,0.0004069004532164178,topic25,network resting default,0.0004069004532164178,0.031304376754633954,60,0.11407643008260138,1107,0.3050847457627119
500,10,20,-0.0012547774023186865,topic27,sentences comprehension sentence,0.0012547774023186865,0.031304376754633954,60,0.11407643008260138,1107,0.3389830508474576
502,10,22,0.0001305853951692409,topic29,reward anticipation monetary,0.0001305853951692409,0.031304376754633954,60,0.11407643008260138,1107,0.3728813559322034
504,10,24,-9.609822288353128e-05,topic30,feedback error learning,9.609822288353128e-05,0.031304376754633954,60,0.11407643008260138,1107,0.4067796610169492
505,10,25,0.00039752470162570134,topic31,pd controls disease,0.00039752470162570134,0.031304376754633954,60,0.11407643008260138,1107,0.423728813559322
513,10,33,7.926440151162369e-05,topic39,conflict interference control,7.926440151162369e-05,0.031304376754633954,60,0.11407643008260138,1107,0.559322033898305
514,10,34,-0.0007981834157639238,topic4,decision choice risk,0.0007981834157639238,0.031304376754633954,60,0.11407643008260138,1107,0.576271186440678
515,10,35,-0.0007240246686115289,topic40,semantic words word,0.0007240246686115289,0.031304376754633954,60,0.11407643008260138,1107,0.5932203389830508
517,10,37,0.0005809549874755615,topic42,time sustained delay,0.0005809549874755615,0.031304376754633954,60,0.11407643008260138,1107,0.6271186440677966
525,10,45,-0.0004656339245425152,topic5,reasoning rule rules,0.0004656339245425152,0.031304376754633954,60,0.11407643008260138,1107,0.7627118644067796
527,10,47,-0.0003142975888965853,topic51,ptsd social game,0.0003142975888965853,0.031304376754633954,60,0.11407643008260138,1107,0.7966101694915254
528,10,48,-6.842597953683775e-05,topic52,asd autism social,6.842597953683775e-05,0.031304376754633954,60,0.11407643008260138,1107,0.8135593220338984
529,10,49,0.0011666365454077287,topic53,food taste body,0.0011666365454077287,0.031304376754633954,60,0.11407643008260138,1107,0.8305084745762712
530,10,50,-0.00020171421824888685,topic54,age adults children,0.00020171421824888685,0.031304376754633954,60,0.11407643008260138,1107,0.847457627118644
536,10,56,0.00014241976038345387,topic6,visual auditory sensory,0.00014241976038345387,0.031304376754633954,60,0.11407643008260138,1107,0.9491525423728814
537,10,57,-0.001682743336990753,topic7,spatial location mental,0.001682743336990753,0.031304376754633954,60,0.11407643008260138,1107,0.9661016949152542
539,10,59,-0.000642450206194478,topic9,repetition priming hearing,0.000642450206194478,0.031304376754633954,60,0.11407643008260138,1107,1.0
601,12,1,-0.000902108723910919,topic1,stress awareness experience,0.000902108723910919,0.010756052451781814,60,0.10435712307487,13233,0.01694915254237288
604,12,4,-7.821832581283796e-05,topic12,object objects visual,7.821832581283796e-05,0.010756052451781814,60,0.10435712307487,13233,0.06779661016949153
608,12,8,-0.001225624846612881,topic16,individuals cognitive individual,0.001225624846612881,0.010756052451781814,60,0.10435712307487,13233,0.13559322033898305
614,12,14,-0.0007361032335677708,topic21,human humans organization,0.0007361032335677708,0.010756052451781814,60,0.10435712307487,13233,0.23728813559322035
615,12,15,0.0006104936652359742,topic22,network role evidence,0.0006104936652359742,0.010756052451781814,60,0.10435712307487,13233,0.2542372881355932
618,12,18,-0.0007253863008565764,topic25,network resting default,0.0007253863008565764,0.010756052451781814,60,0.10435712307487,13233,0.3050847457627119
620,12,20,0.0024948740763924243,topic27,sentences comprehension sentence,0.0024948740763924243,0.010756052451781814,60,0.10435712307487,13233,0.3389830508474576
622,12,22,-0.0007097249316401418,topic29,reward anticipation monetary,0.0007097249316401418,0.010756052451781814,60,0.10435712307487,13233,0.3728813559322034
624,12,24,-0.0003807507998495787,topic30,feedback error learning,0.0003807507998495787,0.010756052451781814,60,0.10435712307487,13233,0.4067796610169492
625,12,25,9.965972298451315e-05,topic31,pd controls disease,9.965972298451315e-05,0.010756052451781814,60,0.10435712307487,13233,0.423728813559322
633,12,33,0.0010924285188228617,topic39,conflict interference control,0.0010924285188228617,0.010756052451781814,60,0.10435712307487,13233,0.559322033898305
634,12,34,-0.0002857973859474987,topic4,decision choice risk,0.0002857973859474987,0.010756052451781814,60,0.10435712307487,13233,0.576271186440678
635,12,35,0.002061689031131984,topic40,semantic words word,0.002061689031131984,0.010756052451781814,60,0.10435712307487,13233,0.5932203389830508
637,12,37,-2.591972171905493e-06,topic42,time sustained delay,2.591972171905493e-06,0.010756052451781814,60,0.10435712307487,13233,0.6271186440677966
645,12,45,0.0014122233643250653,topic5,reasoning rule rules,0.0014122233643250653,0.010756052451781814,60,0.10435712307487,13233,0.7627118644067796
647,12,47,-0.0005433179347781552,topic51,ptsd social game,0.0005433179347781552,0.010756052451781814,60,0.10435712307487,13233,0.7966101694915254
648,12,48,-0.00014622195907180226,topic52,asd autism social,0.00014622195907180226,0.010756052451781814,60,0.10435712307487,13233,0.8135593220338984
649,12,49,-0.0004988379506570069,topic53,food taste body,0.0004988379506570069,0.010756052451781814,60,0.10435712307487,13233,0.8305084745762712
650,12,50,-0.00023793334971530407,topic54,age adults children,0.00023793334971530407,0.010756052451781814,60,0.10435712307487,13233,0.847457627118644
656,12,56,-0.000582749495628547,topic6,visual auditory sensory,0.000582749495628547,0.010756052451781814,60,0.10435712307487,13233,0.9491525423728814
657,12,57,-0.0009487076382663069,topic7,spatial location mental,0.0009487076382663069,0.010756052451781814,60,0.10435712307487,13233,0.9661016949152542
659,12,59,4.212090178075525e-05,topic9,repetition priming hearing,4.212090178075525e-05,0.010756052451781814,60,0.10435712307487,13233,1.0
721,14,1,5.5014892655164534e-05,topic1,stress awareness experience,5.5014892655164534e-05,0.019732025403345236,60,0.15865868375191822,5806,0.01694915254237288
724,14,4,-0.0009416826505721409,topic12,object objects visual,0.0009416826505721409,0.019732025403345236,60,0.15865868375191822,5806,0.06779661016949153
728,14,8,-0.0005779279126034972,topic16,individuals cognitive individual,0.0005779279126034972,0.019732025403345236,60,0.15865868375191822,5806,0.13559322033898305
734,14,14,-0.0002872221617997983,topic21,human humans organization,0.0002872221617997983,0.019732025403345236,60,0.15865868375191822,5806,0.23728813559322035
735,14,15,2.0567357108881516e-05,topic22,network role evidence,2.0567357108881516e-05,0.019732025403345236,60,0.15865868375191822,5806,0.2542372881355932
738,14,18,-0.0003572083243304557,topic25,network resting default,0.0003572083243304557,0.019732025403345236,60,0.15865868375191822,5806,0.3050847457627119
740,14,20,-0.0011911294553003957,topic27,sentences comprehension sentence,0.0011911294553003957,0.019732025403345236,60,0.15865868375191822,5806,0.3389830508474576
742,14,22,0.0005006477547082567,topic29,reward anticipation monetary,0.0005006477547082567,0.019732025403345236,60,0.15865868375191822,5806,0.3728813559322034
744,14,24,0.00011184329679225453,topic30,feedback error learning,0.00011184329679225453,0.019732025403345236,60,0.15865868375191822,5806,0.4067796610169492
745,14,25,0.0010671216872068718,topic31,pd controls disease,0.0010671216872068718,0.019732025403345236,60,0.15865868375191822,5806,0.423728813559322
753,14,33,-9.879691778543216e-05,topic39,conflict interference control,9.879691778543216e-05,0.019732025403345236,60,0.15865868375191822,5806,0.559322033898305
754,14,34,-0.0004642316057990363,topic4,decision choice risk,0.0004642316057990363,0.019732025403345236,60,0.15865868375191822,5806,0.576271186440678
755,14,35,-0.0008293545087652668,topic40,semantic words word,0.0008293545087652668,0.019732025403345236,60,0.15865868375191822,5806,0.5932203389830508
757,14,37,0.0004819655294676756,topic42,time sustained delay,0.0004819655294676756,0.019732025403345236,60,0.15865868375191822,5806,0.6271186440677966
765,14,45,-8.962292714931808e-05,topic5,reasoning rule rules,8.962292714931808e-05,0.019732025403345236,60,0.15865868375191822,5806,0.7627118644067796
767,14,47,-0.0004113300218530142,topic51,ptsd social game,0.0004113300218530142,0.019732025403345236,60,0.15865868375191822,5806,0.7966101694915254
768,14,48,0.0003112582731923179,topic52,asd autism social,0.0003112582731923179,0.019732025403345236,60,0.15865868375191822,5806,0.8135593220338984
769,14,49,-7.094661907151513e-06,topic53,food taste body,7.094661907151513e-06,0.019732025403345236,60,0.15865868375191822,5806,0.8305084745762712
770,14,50,0.00028338819351819954,topic54,age adults children,0.00028338819351819954,0.019732025403345236,60,0.15865868375191822,5806,0.847457627118644
776,14,56,-0.00040833807527848045,topic6,visual auditory sensory,0.00040833807527848045,0.019732025403345236,60,0.15865868375191822,5806,0.9491525423728814
777,14,57,-0.0007332368680734125,topic7,spatial location mental,0.0007332368680734125,0.019732025403345236,60,0.15865868375191822,5806,0.9661016949152542
779,14,59,-0.0007831472760790602,topic9,repetition priming hearing,0.0007831472760790602,0.019732025403345236,60,0.15865868375191822,5806,1.0
841,16,1,-0.00019024375405019478,topic1,stress awareness experience,0.00019024375405019478,0.011396792472389072,60,0.0730550814699912,13514,0.01694915254237288
844,16,4,-0.002613946927320904,topic12,object objects visual,0.002613946927320904,0.011396792472389072,60,0.0730550814699912,13514,0.06779661016949153
848,16,8,-0.0018677717342392688,topic16,individuals cognitive individual,0.0018677717342392688,0.011396792472389072,60,0.0730550814699912,13514,0.13559322033898305
854,16,14,-0.0030301230917804006,topic21,human humans organization,0.0030301230917804006,0.011396792472389072,60,0.0730550814699912,13514,0.23728813559322035
855,16,15,0.004115838677715952,topic22,network role evidence,0.004115838677715952,0.011396792472389072,60,0.0730550814699912,13514,0.2542372881355932
858,16,18,-0.001920463803161101,topic25,network resting default,0.001920463803161101,0.011396792472389072,60,0.0730550814699912,13514,0.3050847457627119
860,16,20,-0.0011480793194290771,topic27,sentences comprehension sentence,0.0011480793194290771,0.011396792472389072,60,0.0730550814699912,13514,0.3389830508474576
862,16,22,0.0008967403596794757,topic29,reward anticipation monetary,0.0008967403596794757,0.011396792472389072,60,0.0730550814699912,13514,0.3728813559322034
864,16,24,0.003522190543216277,topic30,feedback error learning,0.003522190543216277,0.011396792472389072,60,0.0730550814699912,13514,0.4067796610169492
865,16,25,0.00015024659226758912,topic31,pd controls disease,0.00015024659226758912,0.011396792472389072,60,0.0730550814699912,13514,0.423728813559322
873,16,33,0.0053419180492861925,topic39,conflict interference control,0.0053419180492861925,0.011396792472389072,60,0.0730550814699912,13514,0.559322033898305
874,16,34,0.003926025526455457,topic4,decision choice risk,0.003926025526455457,0.011396792472389072,60,0.0730550814699912,13514,0.576271186440678
875,16,35,-0.0003963482381533008,topic40,semantic words word,0.0003963482381533008,0.011396792472389072,60,0.0730550814699912,13514,0.5932203389830508
877,16,37,0.002280045655674923,topic42,time sustained delay,0.002280045655674923,0.011396792472389072,60,0.0730550814699912,13514,0.6271186440677966
885,16,45,0.00343966051697707,topic5,reasoning rule rules,0.00343966051697707,0.011396792472389072,60,0.0730550814699912,13514,0.7627118644067796
887,16,47,-0.0013276148710641743,topic51,ptsd social game,0.0013276148710641743,0.011396792472389072,60,0.0730550814699912,13514,0.7966101694915254
888,16,48,0.0006995124862032028,topic52,asd autism social,0.0006995124862032028,0.011396792472389072,60,0.0730550814699912,13514,0.8135593220338984
889,16,49,-0.0007863287407795207,topic53,food taste body,0.0007863287407795207,0.011396792472389072,60,0.0730550814699912,13514,0.8305084745762712
890,16,50,-0.0012463742468226968,topic54,age adults children,0.0012463742468226968,0.011396792472389072,60,0.0730550814699912,13514,0.847457627118644
896,16,56,-0.0014936460302169448,topic6,visual auditory sensory,0.0014936460302169448,0.011396792472389072,60,0.0730550814699912,13514,0.9491525423728814
897,16,57,1.818255751193989e-05,topic7,spatial location mental,1.818255751193989e-05,0.011396792472389072,60,0.0730550814699912,13514,0.9661016949152542
899,16,59,-0.0004440663617980886,topic9,repetition priming hearing,0.0004440663617980886,0.011396792472389072,60,0.0730550814699912,13514,1.0
1381,25,1,0.00011303144146666833,topic1,stress awareness experience,0.00011303144146666833,0.017376617319076998,60,0.21687385077348156,3321,0.01694915254237288
1384,25,4,-0.0003818657345736166,topic12,object objects visual,0.0003818657345736166,0.017376617319076998,60,0.21687385077348156,3321,0.06779661016949153
1388,25,8,-0.0011629023818240153,topic16,individuals cognitive individual,0.0011629023818240153,0.017376617319076998,60,0.21687385077348156,3321,0.13559322033898305
1394,25,14,-0.0008661462306224802,topic21,human humans organization,0.0008661462306224802,0.017376617319076998,60,0.21687385077348156,3321,0.23728813559322035
1395,25,15,-0.0005823784233398745,topic22,network role evidence,0.0005823784233398745,0.017376617319076998,60,0.21687385077348156,3321,0.2542372881355932
1398,25,18,4.307148823602059e-06,topic25,network resting default,4.307148823602059e-06,0.017376617319076998,60,0.21687385077348156,3321,0.3050847457627119
1400,25,20,-0.0014657767193123944,topic27,sentences comprehension sentence,0.0014657767193123944,0.017376617319076998,60,0.21687385077348156,3321,0.3389830508474576
1402,25,22,3.3507156448433974e-06,topic29,reward anticipation monetary,3.3507156448433974e-06,0.017376617319076998,60,0.21687385077348156,3321,0.3728813559322034
1404,25,24,-0.0005906136355317387,topic30,feedback error learning,0.0005906136355317387,0.017376617319076998,60,0.21687385077348156,3321,0.4067796610169492
1405,25,25,0.0011280889788526116,topic31,pd controls disease,0.0011280889788526116,0.017376617319076998,60,0.21687385077348156,3321,0.423728813559322
1413,25,33,-7.251878312504945e-05,topic39,conflict interference control,7.251878312504945e-05,0.017376617319076998,60,0.21687385077348156,3321,0.559322033898305
1414,25,34,-0.0007154256400070916,topic4,decision choice risk,0.0007154256400070916,0.017376617319076998,60,0.21687385077348156,3321,0.576271186440678
1415,25,35,-0.001331129312600675,topic40,semantic words word,0.001331129312600675,0.017376617319076998,60,0.21687385077348156,3321,0.5932203389830508
1417,25,37,0.0009506515382085506,topic42,time sustained delay,0.0009506515382085506,0.017376617319076998,60,0.21687385077348156,3321,0.6271186440677966
1425,25,45,-0.0003565210656120828,topic5,reasoning rule rules,0.0003565210656120828,0.017376617319076998,60,0.21687385077348156,3321,0.7627118644067796
1427,25,47,-0.0012372624796232916,topic51,ptsd social game,0.0012372624796232916,0.017376617319076998,60,0.21687385077348156,3321,0.7966101694915254
1428,25,48,0.00019715324478868435,topic52,asd autism social,0.00019715324478868435,0.017376617319076998,60,0.21687385077348156,3321,0.8135593220338984
1429,25,49,-0.0010899907285846263,topic53,food taste body,0.0010899907285846263,0.017376617319076998,60,0.21687385077348156,3321,0.8305084745762712
1430,25,50,0.00018452784417947942,topic54,age adults children,0.00018452784417947942,0.017376617319076998,60,0.21687385077348156,3321,0.847457627118644
1436,25,56,-5.16768514360694e-05,topic6,visual auditory sensory,5.16768514360694e-05,0.017376617319076998,60,0.21687385077348156,3321,0.9491525423728814
1437,25,57,-0.0012294456337100343,topic7,spatial location mental,0.0012294456337100343,0.017376617319076998,60,0.21687385077348156,3321,0.9661016949152542
1439,25,59,-0.0008687602173875254,topic9,repetition priming hearing,0.0008687602173875254,0.017376617319076998,60,0.21687385077348156,3321,1.0
1861,33,1,-4.998349686158302e-05,topic1,stress awareness experience,4.998349686158302e-05,0.022881648846460673,60,0.08752911329413438,1778,0.01694915254237288
1864,33,4,-0.00046399871347431535,topic12,object objects visual,0.00046399871347431535,0.022881648846460673,60,0.08752911329413438,1778,0.06779661016949153
1868,33,8,-0.0004775120325212199,topic16,individuals cognitive individual,0.0004775120325212199,0.022881648846460673,60,0.08752911329413438,1778,0.13559322033898305
1874,33,14,-0.0006902702444927071,topic21,human humans organization,0.0006902702444927071,0.022881648846460673,60,0.08752911329413438,1778,0.23728813559322035
1875,33,15,0.0008599742353771445,topic22,network role evidence,0.0008599742353771445,0.022881648846460673,60,0.08752911329413438,1778,0.2542372881355932
1878,33,18,0.004913771272325981,topic25,network resting default,0.004913771272325981,0.022881648846460673,60,0.08752911329413438,1778,0.3050847457627119
1880,33,20,0.0002985286506468086,topic27,sentences comprehension sentence,0.0002985286506468086,0.022881648846460673,60,0.08752911329413438,1778,0.3389830508474576
1882,33,22,0.0014101449327966029,topic29,reward anticipation monetary,0.0014101449327966029,0.022881648846460673,60,0.08752911329413438,1778,0.3728813559322034
1884,33,24,3.413674141744144e-05,topic30,feedback error learning,3.413674141744144e-05,0.022881648846460673,60,0.08752911329413438,1778,0.4067796610169492
1885,33,25,-0.000531895018333855,topic31,pd controls disease,0.000531895018333855,0.022881648846460673,60,0.08752911329413438,1778,0.423728813559322
1893,33,33,-0.001501623728067539,topic39,conflict interference control,0.001501623728067539,0.022881648846460673,60,0.08752911329413438,1778,0.559322033898305
1894,33,34,0.0021537647010518735,topic4,decision choice risk,0.0021537647010518735,0.022881648846460673,60,0.08752911329413438,1778,0.576271186440678
1895,33,35,2.716707531583022e-05,topic40,semantic words word,2.716707531583022e-05,0.022881648846460673,60,0.08752911329413438,1778,0.5932203389830508
1897,33,37,-0.0004454261488997274,topic42,time sustained delay,0.0004454261488997274,0.022881648846460673,60,0.08752911329413438,1778,0.6271186440677966
1905,33,45,-0.0003060602801925395,topic5,reasoning rule rules,0.0003060602801925395,0.022881648846460673,60,0.08752911329413438,1778,0.7627118644067796
1907,33,47,0.0009546391296486902,topic51,ptsd social game,0.0009546391296486902,0.022881648846460673,60,0.08752911329413438,1778,0.7966101694915254
1908,33,48,0.0008283416954777315,topic52,asd autism social,0.0008283416954777315,0.022881648846460673,60,0.08752911329413438,1778,0.8135593220338984
1909,33,49,0.0005301747335806522,topic53,food taste body,0.0005301747335806522,0.022881648846460673,60,0.08752911329413438,1778,0.8305084745762712
1910,33,50,0.0008058341911055169,topic54,age adults children,0.0008058341911055169,0.022881648846460673,60,0.08752911329413438,1778,0.847457627118644
1916,33,56,-0.0016838132693360113,topic6,visual auditory sensory,0.0016838132693360113,0.022881648846460673,60,0.08752911329413438,1778,0.9491525423728814
1917,33,57,-0.0008713125539279768,topic7,spatial location mental,0.0008713125539279768,0.022881648846460673,60,0.08752911329413438,1778,0.9661016949152542
1919,33,59,-2.4666831507789537e-05,topic9,repetition priming hearing,2.4666831507789537e-05,0.022881648846460673,60,0.08752911329413438,1778,1.0
2221,39,1,-0.0006634079617841109,topic1,stress awareness experience,0.0006634079617841109,0.02087794933181208,60,0.15832362896903682,1628,0.01694915254237288
